r_datetime,url,title,citation,snippet
2020-09-23T05:55:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=VINCRISTINE&sort=date&size=20,Primary Pancreatic Large B-Cell Lymphoma Presenting as Acute Pancreatitis.,Cureus. 2020 Aug 6;12(8):e9583. doi: 10.7759/cureus.9583.,"The patient achieved remission after six cycles of rituximab-cyclophosphamide, doxorubicin (hydroxydaunomycin), vincristine (oncovin), prednisolone (R-CHOP) chemotherapy...."
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,Early-stage sugar beet taproot development is characterized by three distinct physiological phases.,Plant Direct. 2020 Aug 1;4(7):e00221. doi: 10.1002/pld3.221. eCollection 2020 Jul.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,Emotional Well-Being and Cognitive Function Have Robust Relationship With Physical Frailty in Institutionalized Older Women.,Front Psychol. 2020 Jul 16;11:1568. doi: 10.3389/fpsyg.2020.01568. eCollection 2020.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,Immunogenicity of HLA-DR1 and HLA-A2 peptides derived from Leishmania major Gp63 in golden hamsters.,Parasite Immunol. 2020 Aug 1:e12780. doi: 10.1111/pim.12780. Online ahead of print.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,Herb-drug interactions between the medicinal mushrooms Lingzhi and Yunzhi and cytotoxic anticancer drugs: a systematic review.,Chin Med. 2020 Jul 25;15:75. doi: 10.1186/s13020-020-00356-4. eCollection 2020.,"In clinical practice, the most commonly used cytotoxic drugs with Lingzhi were cisplatin, 5-fluorouracil (5-FU) and paclitaxel, whereas Tegafur/uracil (UFT)/Tegafur, 5-FU, and mitomycin were the ones used more often with Yunzhi. ..."
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,[Bevacizumab plus UFT Regimen for Four Patients with Stage Ⅳ Colorectal Cancer Receiving Hemodialysis].,Gan To Kagaku Ryoho. 2020 Jul;47(7):1117-1119.,We present case reports of 4 patients on hemodialysis with Stage Ⅳ colorectal cancer who received regular dose bevacizumab( twice per week)plus a daily dose of UFT chemotherapy. ...It is possible that the bevacizumab plus UFT regimen may be acceptable in patients wi …
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,Methodologies for assessing the household food availability in the context of food (in)security: a systematic review.,Cien Saude Colet. 2020 Jul 8;25(7):2677-2685. doi: 10.1590/1413-81232020257.29342018.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,Hydrolysis of sweet potato (Ipomoea batatas (L.) Lam.) flour by Candida homilentoma strains: effects of pH and temperature using Central Composite Rotatable Design.,An Acad Bras Cienc. 2020;92(2):e20180410. doi: 10.1590/0001-3765202020180410. Epub 2020 Jul 13.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,A case of an enlarged rectal adenoma while achieving a clinical complete response with chemotherapy for advanced rectal cancer.,Clin J Gastroenterol. 2020 Jun 29. doi: 10.1007/s12328-020-01169-6. Online ahead of print.,"The rectal adenocarcinoma was treated with chemotherapy, including 1 cycle of capecitabin plus oxaliplatin (CapeOX), 22 cycles of tegafur/gimeracil/oteracil (S-1) plus irinotecan (IRIS), and 1 cycle of tegafur (UFT) plus calcium folinate (LV). ..."
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,"Sulfidation of sea urchin-like zinc oxide nanospheres: Kinetics, mechanisms, and impacts on growth of Escherichia coli.",Sci Total Environ. 2020 Nov 1;741:140415. doi: 10.1016/j.scitotenv.2020.140415. Epub 2020 Jun 22.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,Weight Loss After RYGB Is Associated with an Increase in Serum Vitamin D in a Population with Low Prevalence of Hypovitaminosis D at Low Latitude.,Obes Surg. 2020 Jun 18. doi: 10.1007/s11695-020-04780-1. Online ahead of print.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,Lethal and sublethal effects of the saline stressor sodium chloride on Chironomus xanthus and Girardia tigrina.,Environ Sci Pollut Res Int. 2020 Sep;27(27):34223-34233. doi: 10.1007/s11356-020-09556-9. Epub 2020 Jun 16.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,The Preoperative Dietary Inflammatory Index Predicts Changes in Cardiometabolic Risk Factors After 12 Months of Roux-en-Y Gastric Bypass.,Obes Surg. 2020 Oct;30(10):3932-3939. doi: 10.1007/s11695-020-04756-1.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,A meta-analysis to assess long-term spatiotemporal changes of benthic coral and macroalgae cover in the Mexican Caribbean.,Sci Rep. 2020 Jun 1;10(1):8897. doi: 10.1038/s41598-020-65801-8.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,Discoid Lupus Erythematosus Lesions Associated with Systemic Fluorouracil Agents: A Case Report and Review.,Cureus. 2020 Apr 25;12(4):e7828. doi: 10.7759/cureus.7828.,"Systemic fluorouracil agents include not only 5-fluorouracil (5FU), but also capecitabine, tegafur, and uracil/tegafur (UFT). ...Fluorouracil agent-induced DLE lesions occurring after initiating treatment with either systemic 5FU or its prodrugs have been described in 19 i …"
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,The risk of COVID-19 transmission in favelas and slums in Brazil.,Public Health. 2020 Jun;183:42-43. doi: 10.1016/j.puhe.2020.04.042. Epub 2020 May 8.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,Comments on the Classification of Neotropical Scionini (Tabanidae) with a Description of a New Genus.,Neotrop Entomol. 2020 Jun;49(3):412-419. doi: 10.1007/s13744-020-00767-w. Epub 2020 May 12.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,[A Case of Duodenal Cancer with Advanced Lymph Node Metastasis Treated with mFOLFOX6 Preoperative Chemotherapy].,Gan To Kagaku Ryoho. 2020 Apr;47(4):625-627.,"UFT/UZEL supplemental postoperative chemotherapy was administered for 6 months. The patient remained alive, with no remissions 3 years post-surgery...."
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,"Yeast in plant phytotelmata: Is there a ""core"" community in different localities of rupestrian savannas of Brazil?",Braz J Microbiol. 2020 Sep;51(3):1209-1218. doi: 10.1007/s42770-020-00286-1. Epub 2020 May 8.,
2020-09-23T05:55:51Z,https://pubmed.ncbi.nlm.nih.gov/?term=UFT&sort=date&size=20,[Locally Advanced Rectal Cancer Curatively Resected after Modified FOLFOXIRI plus Bevacizumab Chemotherapy-A Case Report].,Gan To Kagaku Ryoho. 2020 Mar;47(3):453-455.,The patient has been receiving adjuvant chemotherapy with oral UFT/UZEL for 6months. No recurrence has been observed for the past 4 months....
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Defactinib attenuates osteoarthritis by inhibiting positive feedback loop between H-type vessels and MSCs in subchondral bone.,J Orthop Translat. 2020 May 19;24:12-22. doi: 10.1016/j.jot.2020.04.008. eCollection 2020 Sep.,RESULTS: This study demonstrated that inhibition of H-type vessels with defactinib alleviated OA by inhibiting H-type vessel-linked MSCs in subchondral bone. ...THE TRANSLATIONAL POTENTIAL OF THIS ARTICLE: Our results provide a mechanistic rationale for the use of defac …
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Combination of a p53-activating CP-31398 and an MDM2 or a FAK inhibitor produces growth suppressive effects in mesothelioma with wild-type p53 genotype.,Apoptosis. 2020 Aug;25(7-8):535-547. doi: 10.1007/s10495-020-01612-6.,"Combination of CP-31398 and defactinib, a FAK inhibitor, also achieved synergistic inhibitory effects and increased p53 with FAK dephosphorylation levels greater than the single treatment. ..."
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,"Feed‑back loops integrating RELA, SOX18 and FAK mediate the break‑down of the lymph‑endothelial barrier that is triggered by 12(S)‑HETE.",Int J Oncol. 2020 Apr;56(4):1034-1044. doi: 10.3892/ijo.2020.4985. Epub 2020 Feb 13.,"The silencing of a combination of these signalling and executing molecules using siRNA, or pharmacological inhibition with defactinib and Bay11‑7082, extended the mono‑culture experiments to co‑culture settings using HCT116 colon cancer cell spheroids that were placed on t …"
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,"Mesothelioma: Hippo pathway as a target, lessons from COMMAND.",Oncotarget. 2019 Jun 18;10(40):3996-3997. doi: 10.18632/oncotarget.27018. eCollection 2019 Jun 18.,
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Protein tyrosine kinase 2: a novel therapeutic target to overcome acquired EGFR-TKI resistance in non-small cell lung cancer.,Respir Res. 2019 Dec 2;20(1):270. doi: 10.1186/s12931-019-1244-2.,Oral defactinib and osimertinib were administered in mice bearing subcutaneous xenografts to evaluate the efficacy of the treatment combination in vivo. ...Combination of PTK2 inhibitor and EGFR-TKI (defactinib and osimertinib) recovered EGFR-TKI sensitivity in the …
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Phase 2 study of the focal adhesion kinase inhibitor defactinib (VS-6063) in previously treated advanced KRAS mutant non-small cell lung cancer.,Lung Cancer. 2020 Jan;139:60-67. doi: 10.1016/j.lungcan.2019.10.033. Epub 2019 Nov 4.,Defactinib (VS-6063) is a selective oral inhibitor of FAK. MATERIALS AND METHODS: Patients with previously treated advanced KRAS mutant NSCLC were prospectively assigned to one of four molecularly defined cohorts based on the presence or absence of TP53 or CD …
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Questions Regarding the Randomized Phase II Trial of Defactinib as Maintenance Therapy in Malignant Pleural Mesothelioma.,J Clin Oncol. 2019 Sep 1;37(25):2293-2294. doi: 10.1200/JCO.19.00891. Epub 2019 Jul 22.,
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Reply to K. Masuda et al.,J Clin Oncol. 2019 Sep 1;37(25):2294-2295. doi: 10.1200/JCO.19.01208. Epub 2019 Jul 22.,
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,"Maintenance Defactinib Versus Placebo After First-Line Chemotherapy in Patients With Merlin-Stratified Pleural Mesothelioma: COMMAND-A Double-Blind, Randomized, Phase II Study.",J Clin Oncol. 2019 Apr 1;37(10):790-798. doi: 10.1200/JCO.2018.79.0543. Epub 2019 Feb 20.,RESULTS: Three hundred forty-four patients were randomly assigned to receive either defactinib (n = 173) or placebo (n = 171). ...CONCLUSION: Neither PFS nor OS was improved by defactinib after first-line chemotherapy in patients with merlin-low MPM. Defactinib …
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,PYK2/FAK inhibitors reverse hypoxia-induced drug resistance in multiple myeloma.,Haematologica. 2019 Jul;104(7):e310-e313. doi: 10.3324/haematol.2018.194688. Epub 2019 Jan 17.,
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Assessment of signaling pathway inhibitors and identification of predictive biomarkers in malignant pleural mesothelioma.,Lung Cancer. 2018 Dec;126:15-24. doi: 10.1016/j.lungcan.2018.10.015. Epub 2018 Oct 16.,"Three inhibitors were more efficient than cisplatin, the drug used as first-line chemotherapy in patients with MPM: verteporfin, a putative YAP inhibitor, defactinib, a FAK inhibitor and NSC668394, an Ezrin inhibitor. ..."
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Addressing Kinase-Independent Functions of Fak via PROTAC-Mediated Degradation.,J Am Chem Soc. 2018 Dec 12;140(49):17019-17026. doi: 10.1021/jacs.8b08008. Epub 2018 Nov 28.,"Here, we report the development of a selective and potent Fak degrader, PROTAC-3, which outperforms a clinical candidate, defactinib, with respect to Fak activation as well as Fak-mediated cell migration and invasion. ..."
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Novel antibody reagents for characterization of drug- and tumor microenvironment-induced changes in epithelial-mesenchymal transition and cancer stem cells.,PLoS One. 2018 Jun 21;13(6):e0199361. doi: 10.1371/journal.pone.0199361. eCollection 2018.,"Similarly, our new anti-CD133 antibody enabled detection and quantitation of drug-induced reductions in CD133-positive tumor cells following treatment of SUM149PT triple-negative breast cancer xenograft models with the CSC/focal adhesion kinase (FAK) inhibitor VS-6063 …"
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,β1 integrin-mediated multicellular resistance in hepatocellular carcinoma through activation of the FAK/Akt pathway.,J Int Med Res. 2018 Apr;46(4):1311-1325. doi: 10.1177/0300060517740807. Epub 2018 Jan 14.,
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Effect of FAK inhibitor VS-6063 (defactinib) on docetaxel efficacy in prostate cancer.,Prostate. 2018 Mar;78(4):308-317. doi: 10.1002/pros.23476. Epub 2018 Jan 5.,The aim of this study was to investigate the effect of the second generation FAK inhibitor VS-6063 on docetaxel efficacy in pre-clinical CRPC and CSPC models. ...Patient-derived prostate tumor explants cultured with both docetaxel and VS-6063 displayed …
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Focal adhesion kinase a potential therapeutic target for pancreatic cancer and malignant pleural mesothelioma.,Cancer Biol Ther. 2018 Apr 3;19(4):316-327. doi: 10.1080/15384047.2017.1416937. Epub 2018 Feb 22.,"Then we analyze effects of two small molecule inhibitors PF-573228, and PF-431396, which are dual specificity inhibitors of FAK and proline rich tyrosine kinase 2 (PYK2), as well as VS-6063, another small molecule inhibitor that specifically inhibits FAK but not PYK …"
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,"LC-ESI-MS/MS determination of defactinib, a novel FAK inhibitor in mice plasma and its application to a pharmacokinetic study in mice.",J Pharm Biomed Anal. 2018 Feb 5;149:358-364. doi: 10.1016/j.jpba.2017.11.022. Epub 2017 Nov 10.,"A sensitive, specific, selective and rapid LC-ESI-MS/MS method has been developed and validated for the quantification of defactinib in mice plasma using (13)C(3,)(15)N-tofacitinib as an internal standard (I.S.). ...Defactinib was found to be stable under various st …"
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Enhanced efficacy of AKT and FAK kinase combined inhibition in squamous cell lung carcinomas with stable reduction in PTEN.,Oncotarget. 2017 May 23;8(32):53068-53083. doi: 10.18632/oncotarget.18087. eCollection 2017 Aug 8.,"Prompted by our observation of a correlation between PTEN loss and FAK phosphorylation in a cohort of patients with stage IV SCC, we evaluated the relevance of PTEN loss in cancer progression as well as the efficacy of a new combined treatment with the pan PI3K inhibitor buparlis …"
2020-09-23T05:55:55Z,https://pubmed.ncbi.nlm.nih.gov/?term=DEFACTINIB(VS-6063)&sort=date&size=20,Stem Cell Factor-Based Identification and Functional Properties of In Vitro-Selected Subpopulations of Malignant Mesothelioma Cells.,Stem Cell Reports. 2017 Apr 11;8(4):1005-1017. doi: 10.1016/j.stemcr.2017.02.005. Epub 2017 Mar 9.,"CSC-enriched MM cell subpopulations were identified by an OCT4/SOX2 reporter approach and were characterized by (1) increased resistance to cisplatin, (2) increased sensitivity toward the FAK inhibitor VS-6063 in vitro, and (3) a higher tumor-initiating capacity in …"
2020-09-23T05:56:03Z,https://pubmed.ncbi.nlm.nih.gov/?term=CDX-1401&sort=date&size=20,NY-ESO-1 Vaccination in Combination with Decitabine Induces Antigen-Specific T-lymphocyte Responses in Patients with Myelodysplastic Syndrome.,Clin Cancer Res. 2018 Mar 1;24(5):1019-1029. doi: 10.1158/1078-0432.CCR-17-1792. Epub 2017 Sep 25.,We hypothesized that vaccinating against NY-ESO-1 in patients with MDS receiving decitabine would capitalize upon induced NY-ESO-1 expression in malignant myeloid cells to provoke an NY-ESO-1-specific MDS-directed cytotoxic T-cell immune response.Experimental Design: In a phase I …
2020-09-23T05:56:03Z,https://pubmed.ncbi.nlm.nih.gov/?term=CDX-1401&sort=date&size=20,Cancer vaccine shows benefit in solid tumors.,Cancer Discov. 2014 Jul;4(7):OF4. doi: 10.1158/2159-8290.CD-NB2014-072. Epub 2014 May 15.,"In a phase I clinical trial, the cancer vaccine CDX-1401 was well tolerated in 45 patients with solid tumors and produced some immune responses...."
2020-09-23T05:56:03Z,https://pubmed.ncbi.nlm.nih.gov/?term=CDX-1401&sort=date&size=20,Induction of antigen-specific immunity with a vaccine targeting NY-ESO-1 to the dendritic cell receptor DEC-205.,Sci Transl Med. 2014 Apr 16;6(232):232ra51. doi: 10.1126/scitranslmed.3008068.,"CDX-1401 is a vaccine composed of a human mAb specific for DEC-205 fused to the full-length tumor antigen NY-ESO-1. This phase 1 trial assessed the safety, immunogenicity, and clinical activity of escalating doses of CDX-1401 with the Toll-like recepto …"
2020-09-23T05:56:03Z,https://pubmed.ncbi.nlm.nih.gov/?term=CDX-1401&sort=date&size=20,CDX-1401 combined with TLR agonist: positive phase 1 results.,Hum Vaccin Immunother. 2012 Dec 1;8(12):1742.,
2020-09-23T05:56:03Z,https://pubmed.ncbi.nlm.nih.gov/?term=CDX-1401&sort=date&size=20,Two therapeutic HPV vaccine candidates successful in phase 1.,Hum Vaccin Immunother. 2012 Dec 1;8(12):1741. doi: 10.4161/hv.23373.,Two therapeutic HPV vaccine candidates successful in phase 1 Flu shot may prevent heart attacks and stroke CDX-1401 combined with TLR agonist: Positive phase 1 results Three MRSA vaccines in early clincial trials Ovarian cancer vaccine candidate DPX-Survivac: Positi …
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,"Repeated 5-day cycles of low dose aldesleukin in amyotrophic lateral sclerosis (IMODALS): A phase 2a randomised, double-blind, placebo-controlled trial.",EBioMedicine. 2020 Jul 7:102844. doi: 10.1016/j.ebiom.2020.102844. Online ahead of print.,"Patients were randomised (1:1:1) to aldesleukin 2 MIU, 1 MIU, or placebo once daily for 5 days every 4 weeks for 3 cycles. Primary outcome was change from baseline in Treg percentage of CD4(+) T cells (%Tregs) following a first cycle. ..."
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,"Interleukin-2 Therapy of Autoimmunity in Diabetes (ITAD): a phase 2, multicentre, double-blind, randomized, placebo-controlled trial.",Wellcome Open Res. 2020 Mar 20;5:49. doi: 10.12688/wellcomeopenres.15697.1. eCollection 2020.,"A total of 45 participants will be randomised in a 2:1 ratio to receive either ultra-low dose IL-2 (aldesleukin), at a dose of 0.2 x 10 (6) IU/m (2) twice-weekly, given subcutaneously, or placebo, for 6 months. ...The secondary objectives are: 1) to assess the efficacy of …"
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,Systemic Therapies for Advanced Melanoma.,Dermatol Clin. 2019 Oct;37(4):409-423. doi: 10.1016/j.det.2019.05.001. Epub 2019 Jul 10.,
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,"T-Cell Receptor Gene Therapy for Human Papillomavirus-Associated Epithelial Cancers: A First-in-Human, Phase I/II Study.",J Clin Oncol. 2019 Oct 20;37(30):2759-2768. doi: 10.1200/JCO.18.02424. Epub 2019 Aug 13.,"Treatment consisted of autologous genetically engineered T cells expressing a T-cell receptor directed against HPV16 E6 (E6 T-cell receptor T cells), a conditioning regimen, and systemic aldesleukin. ..."
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,High-dose interleukin-2 and interferon as first-line immunotherapy for metastatic melanoma: long-term follow-up in a large unselected Danish patient cohort.,Eur J Cancer. 2019 Jul;115:61-67. doi: 10.1016/j.ejca.2019.03.023. Epub 2019 May 17.,
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,"GOF/LOF knowledge inference with tensor decomposition in support of high order link discovery for gene, mutation and disease.",Math Biosci Eng. 2019 Feb 20;16(3):1376-1391. doi: 10.3934/mbe.2019067.,"At the end, a case study reproducing two disease-gene-drug links(Myelodysplatic Syndromes-IL2RA-Aldesleukin, Lymphoma- IL2RA-Aldesleukin) presented the feasibility of our prediction model for drug repurposing...."
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,Overall survival by clinical risk category for high dose interleukin-2 (HD IL-2) treated patients with metastatic renal cell cancer (mRCC): data from the PROCLAIMSM registry.,J Immunother Cancer. 2019 Mar 27;7(1):84. doi: 10.1186/s40425-019-0567-3.,METHODS: Survival of 810 mRCC patients treated from 2006 to 2017 with high dose IL-2 (aldesleukin) and enrolled in the PROCLAIM(SM) registry data base was assessed utilizing the International Metastatic RCC Database Consortium (IMDC) risk criteria. ...
2020-09-23T05:56:26Z,https://pubmed.ncbi.nlm.nih.gov/?term=MRTX849&sort=date&size=20,Can the Help Match the Hype? KRASG12C-Specific Inhibitors and Beyond.,Cancer Discov. 2020 Jan;10(1):20-22. doi: 10.1158/2159-8290.CD-19-1255.,Hallin and colleagues demonstrate the preclinical activity of the KRAS(G12C)-specific inhibitor MRTX849 in a series of in vitro and in vivo studies with supporting pilot clinical efficacy. ...
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,A Phase II Study of Tumor-infiltrating Lymphocyte Therapy for Human Papillomavirus-associated Epithelial Cancers.,Clin Cancer Res. 2019 Mar 1;25(5):1486-1493. doi: 10.1158/1078-0432.CCR-18-2722. Epub 2018 Dec 5.,Cell infusion was preceded by a lymphocyte-depleting conditioning regimen and followed by systemic high-dose aldesleukin. RESULTS: Objective tumor responses occurred in 5 of 18 (28%) patients in the cervical cancer cohort and 2 of 11 (18%) patients in the noncervical cance …
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,The DILfrequency study is an adaptive trial to identify optimal IL-2 dosing in patients with type 1 diabetes.,JCI Insight. 2018 Oct 4;3(19):e99306. doi: 10.1172/jci.insight.99306.,"Using a response-adaptive design, we aimed to determine the optimal regimen of aldesleukin (recombinant human IL-2) to physiologically enhance Tregs while limiting expansion of Teffs. ...CONCLUSIONS: Using a response-adaptive design, aldesleukin treatment can be opt …"
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,"Low-dose interleukin-2 in patients with stable ischaemic heart disease and acute coronary syndromes (LILACS): protocol and study rationale for a randomised, double-blind, placebo-controlled, phase I/II clinical trial.",BMJ Open. 2018 Sep 17;8(9):e022452. doi: 10.1136/bmjopen-2018-022452.,"Aldesleukin is a human recombinant form of IL-2 that has been used therapeutically in several autoimmune diseases. However, its safety and efficacy is unknown in the setting of coronary artery disease. ...The primary endpoint is safety and tolerability of aldesleukin …"
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,Aldesleukin.,2018 May 5. LiverTox: Clinical and Research Information on Drug-Induced Liver Injury [Internet]. Bethesda (MD): National Institute of Diabetes and Digestive and Kidney Diseases; 2012–.,"Aldesleukin is a recombinant form of human interleukin-2, a cytokine that stimulates the proliferation and maturation of T cells, which is used in immune therapy of renal cell cancer and malignant melanoma. ..."
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,A phase II study of combined therapy with a BRAF inhibitor (vemurafenib) and interleukin-2 (aldesleukin) in patients with metastatic melanoma.,Oncoimmunology. 2018 Feb 1;7(5):e1423172. doi: 10.1080/2162402X.2017.1423172. eCollection 2018.,
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,A randomized phase II trial of interleukin-2 and interferon-α plus bevacizumab versus interleukin-2 and interferon-α in metastatic renal-cell carcinoma (mRCC): results from the Danish Renal Cancer Group (DaRenCa) study-1.,Acta Oncol. 2018 May;57(5):589-594. doi: 10.1080/0284186X.2018.1433324. Epub 2018 Feb 2.,
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,Prolonged survival after intraperitoneal interleukin-2 immunotherapy for recurrent ovarian cancer.,Gynecol Oncol Rep. 2017 Sep 25;22:43-44. doi: 10.1016/j.gore.2017.09.009. eCollection 2017 Nov.,•A case report of a 14 year remission of recurrent ovarian cancer with intraperitoneal aldesleukin (IL-2) is presented.•Intraperitoneal IL-2 was given with little toxicity....
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,Capturing the systemic immune signature of a norovirus infection: an n-of-1 case study within a clinical trial.,Wellcome Open Res. 2017 Oct 5;2:28. doi: 10.12688/wellcomeopenres.11300.3. eCollection 2017.,"To differentiate between the immune response to norovirus and to control for the administration of a single dose of aldesleukin (recombinant interleukin-2, rIL-2) alone, samples from five non-infected participants administered similar doses were analysed in parallel. ..."
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,"Cergutuzumab amunaleukin (CEA-IL2v), a CEA-targeted IL-2 variant-based immunocytokine for combination cancer immunotherapy: Overcoming limitations of aldesleukin and conventional IL-2-based immunocytokines.",Oncoimmunology. 2017 Jan 11;6(3):e1277306. doi: 10.1080/2162402X.2016.1277306. eCollection 2017.,
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,"Low-dose interleukin-2 promotes STAT-5 phosphorylation, Treg survival and CTLA-4-dependent function in autoimmune liver diseases.",Clin Exp Immunol. 2017 Jun;188(3):394-411. doi: 10.1111/cei.12940. Epub 2017 Mar 20.,
2020-09-23T05:56:07Z,https://pubmed.ncbi.nlm.nih.gov/?term=ALDESLEUKIN&sort=date&size=20,[Clinical Significance of the Balanceshift of Th1 and Th2 Type Cytokines in Patients with Primary Immune Thrombocytopenic Purpura Detected by Cytometric Bead Array].,Zhongguo Shi Yan Xue Ye Xue Za Zhi. 2016 Dec;24(6):1846-1849. doi: 10.7534/j.issn.1009-2137.2016.06.042.,
